Employee_ID,Department,Job_Level,Gender,Location,Education,Experience_Years,Performance_Rating,Remote_Work,Base_Salary(USD),Bonus_Percentage(%),Bonus_Amount(USD),Total_Compensation(USD)
EMP0601,Operations,Senior,Male,San Francisco,Bachelor,20,3,No,151798,17.6,26716,178514
EMP0602,Legal,Lead,Female,New York,PhD,23,4,Yes,196938,3.5,6892,203830
EMP0603,Finance,Lead,Female,New York,Master,1,4,No,151302,15.5,23451,174753
EMP0604,Engineering,Lead,Female,New York,Bachelor,18,5,No,203002,12.6,25578,228580
EMP0605,Design,Mid,Female,Seattle,Master,4,3,No,93910,7.5,7043,100953
EMP0606,Operations,Senior,Male,Chicago,High School,3,2,No,95163,2.8,2664,97827
EMP0607,Marketing,Senior,Female,Austin,Bachelor,4,3,Yes,104256,18.4,19183,123439
EMP0608,Legal,Mid,Female,Seattle,Master,18,4,Yes,128350,9.5,12193,140543
EMP0609,Legal,Senior,Female,Seattle,Bachelor,12,3,No,159828,2.2,3516,163344
EMP0610,Sales,Manager,Male,Remote,Bachelor,15,3,Yes,152429,19.3,29418,181847
EMP0611,Legal,Junior,Female,San Francisco,Master,11,1,No,89028,5.8,5163,94191
EMP0612,Sales,Manager,Non-binary,Austin,Bachelor,8,3,No,150037,18.4,27606,177643
EMP0613,Finance,Junior,Non-binary,New York,High School,23,4,Yes,95765,14.1,13502,109267
EMP0614,Finance,Mid,Female,Seattle,Bachelor,15,2,No,118402,4.9,5801,124203
EMP0615,Legal,Mid,Male,Austin,PhD,13,3,No,103782,1.9,1971,105753
EMP0616,Engineering,Senior,Male,San Francisco,Master,21,1,Yes,183972,14.8,27227,211199
EMP0617,Sales,Junior,Male,Chicago,Bachelor,0,4,No,60039,0.6,360,60399
EMP0618,Sales,Manager,Male,Austin,High School,19,5,No,175458,1.6,2807,178265
EMP0619,Marketing,Lead,Male,New York,Master,22,4,No,170493,17.6,30006,200499
EMP0620,Engineering,Senior,Male,Seattle,Master,20,1,Yes,176710,13.5,23855,200565
EMP0621,Engineering,Senior,Female,Chicago,Bachelor,3,3,No,131135,8.2,10753,141888
EMP0622,Operations,Manager,Non-binary,San Francisco,Bachelor,8,3,No,171778,13.5,23190,194968
EMP0623,Finance,Lead,Female,New York,PhD,23,4,Yes,186229,14.8,27561,213790
EMP0624,Operations,Senior,Male,Chicago,Bachelor,18,3,No,126318,14.1,17810,144128
EMP0625,Design,Lead,Female,Remote,Bachelor,13,5,No,135882,16.1,21877,157759
EMP0626,Engineering,Senior,Male,Remote,Master,21,5,No,147952,23.5,34768,182720
EMP0627,Legal,Senior,Female,San Francisco,Bachelor,11,2,No,160867,9.7,15604,176471
EMP0628,Marketing,Mid,Female,New York,Bachelor,3,2,No,77670,7.5,5825,83495
EMP0629,Legal,Senior,Male,Seattle,PhD,6,3,Yes,144551,1.0,1445,145996
EMP0630,Legal,Junior,Non-binary,San Francisco,Bachelor,16,3,No,99156,3.7,3668,102824
EMP0631,Engineering,Mid,Male,Chicago,Bachelor,0,4,No,103964,2.7,2807,106771
EMP0632,Operations,Senior,Female,New York,Bachelor,13,4,Yes,126946,8.4,10663,137609
EMP0633,HR,Director,Male,Remote,Master,14,2,No,151106,15.2,22968,174074
EMP0634,Legal,Director,Female,Remote,Master,11,4,Yes,188720,1.2,2264,190984
EMP0635,Legal,Senior,Male,Austin,High School,11,4,Yes,131159,18.2,23870,155029
EMP0636,HR,Senior,Female,New York,Master,5,5,Yes,110443,9.9,10933,121376
EMP0637,Marketing,Junior,Female,Chicago,Bachelor,12,4,Yes,74261,24.1,17896,92157
EMP0638,Finance,Senior,Female,Chicago,Bachelor,15,4,Yes,139423,14.2,19798,159221
EMP0639,Sales,Junior,Female,Austin,Master,13,3,No,78092,19.3,15071,93163
EMP0640,Engineering,Mid,Male,Chicago,Bachelor,6,4,Yes,110743,21.5,23809,134552
EMP0641,Operations,Senior,Female,New York,PhD,24,2,No,145027,22.2,32195,177222
EMP0642,Design,Mid,Non-binary,Remote,Master,15,4,No,92939,13.0,12082,105021
EMP0643,Finance,Junior,Female,San Francisco,Bachelor,22,2,Yes,105899,9.9,10484,116383
EMP0644,Operations,Lead,Male,Remote,Master,8,2,No,112984,14.0,15817,128801
EMP0645,Finance,Mid,Male,Remote,Bachelor,13,2,No,84467,10.1,8531,92998
EMP0646,Engineering,Junior,Male,New York,Master,24,2,Yes,111207,6.0,6672,117879
EMP0647,Sales,Junior,Female,Chicago,High School,23,3,No,94112,8.1,7623,101735
EMP0648,Engineering,Mid,Male,Austin,Bachelor,6,5,No,105990,5.8,6147,112137
EMP0649,Sales,Junior,Female,Austin,Master,11,3,Yes,70574,6.7,4728,75302
EMP0650,Operations,Lead,Female,Seattle,Master,2,4,No,135571,2.3,3118,138689
EMP0651,Marketing,Mid,Male,Austin,Bachelor,13,2,No,88133,10.7,9430,97563
EMP0652,Sales,Lead,Male,Austin,Bachelor,18,3,No,155948,5.9,9200,165148
EMP0653,Design,Junior,Female,Chicago,Bachelor,10,3,No,64643,11.2,7240,71883
EMP0654,Finance,Senior,Male,San Francisco,Bachelor,4,3,Yes,146256,19.8,28958,175214
EMP0655,Marketing,Senior,Male,San Francisco,Bachelor,22,2,No,157490,11.2,17638,175128
EMP0656,Operations,Senior,Male,Chicago,Master,12,3,No,114685,23.9,27409,142094
EMP0657,HR,Senior,Male,Austin,Bachelor,9,2,No,96611,3.7,3574,100185
EMP0658,Marketing,Manager,Female,New York,PhD,6,5,Yes,155233,21.3,33064,188297
EMP0659,Sales,Mid,Male,Remote,Bachelor,16,3,No,95722,6.2,5934,101656
EMP0660,Design,Senior,Male,Remote,Master,15,4,No,117128,23.3,27290,144418
EMP0661,Marketing,Manager,Female,San Francisco,Bachelor,7,5,No,174864,5.7,9967,184831
EMP0662,Design,Junior,Male,Chicago,Master,16,4,No,87308,18.7,16326,103634
EMP0663,Design,Junior,Male,New York,Bachelor,12,5,No,82422,1.6,1318,83740
EMP0664,Operations,Mid,Female,Austin,Master,10,2,No,82365,15.7,12931,95296
EMP0665,Marketing,Senior,Female,Chicago,Bachelor,19,4,No,128842,5.5,7086,135928
EMP0666,Operations,Mid,Male,San Francisco,Bachelor,17,3,Yes,115062,16.8,19330,134392
EMP0667,HR,Junior,Male,New York,Bachelor,4,3,Yes,65691,15.9,10444,76135
EMP0668,Sales,Senior,Female,New York,High School,5,4,Yes,127015,23.1,29340,156355
EMP0669,Legal,Senior,Female,San Francisco,Master,19,5,No,177899,15.7,27930,205829
EMP0670,Finance,Mid,Male,New York,Bachelor,13,5,No,108325,10.2,11049,119374
EMP0671,Marketing,Mid,Male,Remote,Master,11,2,Yes,76652,4.8,3679,80331
EMP0672,Legal,Senior,Male,San Francisco,Bachelor,3,3,Yes,156132,16.4,25605,181737
EMP0673,Engineering,Manager,Female,Remote,Bachelor,6,4,No,158608,2.9,4599,163207
EMP0674,Finance,Senior,Male,Chicago,Master,10,4,No,132580,20.7,27444,160024
EMP0675,Marketing,Lead,Female,Seattle,Master,19,1,No,158939,6.2,9854,168793
EMP0676,Finance,Mid,Female,Austin,Bachelor,1,3,No,83918,13.1,10993,94911
EMP0677,Legal,Mid,Female,Chicago,Master,3,4,No,94201,14.9,14035,108236
EMP0678,Engineering,Senior,Female,Remote,Master,6,4,No,125107,9.1,11384,136491
EMP0679,Finance,Lead,Male,Austin,Master,0,3,Yes,133363,16.6,22138,155501
EMP0680,Legal,Senior,Female,Austin,High School,14,4,Yes,142005,6.3,8946,150951
EMP0681,Finance,Lead,Male,Remote,Master,19,4,Yes,151955,0.9,1367,153322
EMP0682,Engineering,Director,Male,Remote,Bachelor,21,5,Yes,217122,24.0,52109,269231
EMP0683,Design,Junior,Male,San Francisco,Master,23,4,No,101341,8.0,8107,109448
EMP0684,Engineering,Junior,Male,Seattle,Bachelor,7,3,No,81206,17.8,14454,95660
EMP0685,Engineering,Junior,Female,Remote,Master,24,5,No,99813,12.7,12676,112489
EMP0686,Design,Mid,Female,Austin,Master,4,1,No,76059,16.7,12701,88760
EMP0687,Design,Junior,Female,Austin,Bachelor,13,5,No,81289,2.8,2276,83565
EMP0688,HR,Manager,Male,Chicago,Bachelor,17,4,No,148781,13.0,19341,168122
EMP0689,Operations,Junior,Female,Seattle,Master,2,5,No,62657,9.8,6140,68797
EMP0690,Operations,Mid,Male,Seattle,Bachelor,1,3,No,80188,11.3,9061,89249
EMP0691,Legal,Junior,Male,Austin,High School,24,4,Yes,97576,24.2,23613,121189
EMP0692,Engineering,Manager,Female,Seattle,High School,21,4,No,223217,3.4,7589,230806
EMP0693,Legal,Senior,Male,Chicago,Master,15,4,No,143514,18.9,27124,170638
EMP0694,Operations,Manager,Female,San Francisco,Master,13,3,No,174596,8.3,14491,189087
EMP0695,Finance,Director,Male,Austin,Master,15,3,No,201896,7.3,14738,216634
EMP0696,Engineering,Senior,Male,New York,Bachelor,10,4,Yes,161820,6.8,11003,172823
EMP0697,Design,Mid,Female,Austin,Bachelor,16,3,No,98160,8.7,8539,106699
EMP0698,Marketing,Junior,Non-binary,Austin,Bachelor,2,4,Yes,55726,8.9,4959,60685
EMP0699,Engineering,Mid,Male,San Francisco,PhD,22,3,Yes,152122,6.8,10344,162466
EMP0700,Design,Lead,Female,Remote,Bachelor,22,5,No,147493,16.7,24631,172124
EMP0701,Engineering,Junior,Female,Remote,Bachelor,4,3,Yes,61790,1.2,741,62531
EMP0702,Operations,Junior,Male,New York,Master,2,1,No,51447,8.3,4270,55717
EMP0703,Legal,Senior,Female,New York,Master,14,1,Yes,143996,7.0,10079,154075
EMP0704,Sales,Senior,Male,New York,High School,22,4,No,150743,18.8,28339,179082
EMP0705,Finance,Senior,Male,Remote,Bachelor,4,4,No,114044,3.7,4219,118263
EMP0706,Design,Mid,Male,San Francisco,Bachelor,21,4,Yes,124033,23.5,29147,153180
EMP0707,Design,Lead,Female,Seattle,Master,2,4,No,148374,4.3,6380,154754
EMP0708,Design,Senior,Male,New York,High School,5,3,No,121664,9.3,11314,132978
EMP0709,Operations,Junior,Male,Seattle,Master,22,5,Yes,94219,5.0,4710,98929
EMP0710,Legal,Lead,Male,Chicago,Bachelor,13,5,Yes,166310,7.2,11974,178284
EMP0711,Legal,Director,Male,San Francisco,Master,23,1,No,250000,19.0,47500,297500
EMP0712,Finance,Junior,Male,Seattle,Bachelor,1,5,Yes,68803,11.9,8187,76990
EMP0713,Legal,Mid,Male,Remote,Bachelor,17,4,No,101315,4.1,4153,105468
EMP0714,Design,Senior,Male,Remote,Master,5,4,No,104365,1.2,1252,105617
EMP0715,Marketing,Junior,Male,New York,Master,23,4,Yes,90507,5.7,5158,95665
EMP0716,Design,Manager,Female,New York,Master,4,4,No,161892,23.6,38206,200098
EMP0717,HR,Mid,Female,Seattle,Master,13,5,No,106773,21.1,22529,129302
EMP0718,Sales,Lead,Male,Remote,Bachelor,16,4,No,145933,11.0,16052,161985
EMP0719,Marketing,Senior,Male,Seattle,Bachelor,10,3,Yes,130406,12.0,15648,146054
EMP0720,Marketing,Senior,Male,Chicago,Bachelor,0,4,No,97911,22.5,22029,119940
EMP0721,Design,Junior,Female,San Francisco,PhD,9,2,Yes,73635,14.8,10897,84532
EMP0722,Finance,Mid,Male,Remote,Bachelor,8,4,Yes,84565,22.0,18604,103169
EMP0723,Sales,Junior,Male,Austin,Bachelor,19,4,No,83255,12.3,10240,93495
EMP0724,Finance,Mid,Male,Remote,Bachelor,11,3,Yes,86524,5.0,4326,90850
EMP0725,HR,Mid,Male,Chicago,Master,0,2,Yes,66298,18.1,11999,78297
EMP0726,Legal,Lead,Female,Remote,Master,23,4,Yes,164983,13.2,21777,186760
EMP0727,Finance,Mid,Male,Chicago,PhD,17,3,Yes,112102,16.7,18721,130823
EMP0728,Engineering,Lead,Male,Remote,Bachelor,11,3,Yes,154012,3.9,6006,160018
EMP0729,Finance,Mid,Female,Chicago,Master,1,4,Yes,87505,16.2,14175,101680
EMP0730,Legal,Lead,Female,New York,Bachelor,0,5,Yes,161595,9.6,15513,177108
EMP0731,Engineering,Director,Male,Seattle,Bachelor,0,4,No,243278,8.3,20192,263470
EMP0732,Marketing,Mid,Male,Remote,High School,24,3,Yes,99242,16.8,16672,115914
EMP0733,HR,Manager,Male,San Francisco,Bachelor,0,4,No,156732,14.8,23196,179928
EMP0734,Legal,Senior,Male,New York,Master,21,2,Yes,155755,16.2,25232,180987
EMP0735,Operations,Lead,Male,Chicago,PhD,11,4,No,133489,24.1,32170,165659
EMP0736,Engineering,Senior,Male,San Francisco,Bachelor,6,4,Yes,166098,17.5,29067,195165
EMP0737,HR,Mid,Female,New York,PhD,3,5,No,86072,16.0,13771,99843
EMP0738,Finance,Mid,Non-binary,Austin,Bachelor,20,5,No,111474,15.3,17055,128529
EMP0739,Operations,Junior,Female,Remote,Bachelor,19,3,Yes,71078,10.0,7107,78185
EMP0740,Finance,Senior,Male,Remote,Bachelor,3,5,Yes,109823,21.0,23062,132885
EMP0741,Legal,Director,Female,Chicago,Bachelor,14,5,No,218143,9.5,20723,238866
EMP0742,Marketing,Lead,Female,New York,Bachelor,0,4,No,135914,17.5,23784,159698
EMP0743,Legal,Mid,Female,New York,Master,5,3,No,105644,7.3,7712,113356
EMP0744,Design,Lead,Female,Chicago,Master,13,4,No,146886,3.7,5434,152320
EMP0745,Legal,Lead,Female,Austin,Master,13,3,Yes,158707,3.2,5078,163785
EMP0746,Legal,Mid,Male,Remote,Bachelor,9,4,Yes,98690,15.9,15691,114381
EMP0747,Finance,Junior,Male,Seattle,Master,6,1,Yes,75491,8.2,6190,81681
EMP0748,Engineering,Junior,Male,Austin,Master,22,4,Yes,101544,6.9,7006,108550
EMP0749,Marketing,Manager,Male,Chicago,PhD,23,5,Yes,174555,14.8,25834,200389
EMP0750,HR,Lead,Male,Seattle,Bachelor,22,3,Yes,159858,0.6,959,160817
EMP0751,Marketing,Mid,Male,New York,PhD,21,4,No,117367,6.2,7276,124643
EMP0752,Design,Mid,Female,Austin,Master,11,3,No,91816,8.5,7804,99620
EMP0753,HR,Lead,Female,Austin,Master,23,4,Yes,150821,17.7,26695,177516
EMP0754,Sales,Manager,Male,Remote,High School,18,4,No,153133,13.6,20826,173959
EMP0755,Engineering,Lead,Male,Remote,Bachelor,8,3,Yes,152802,21.4,32699,185501
EMP0756,Design,Senior,Female,Seattle,Bachelor,2,4,Yes,118273,8.4,9934,128207
EMP0757,Engineering,Mid,Female,New York,High School,3,5,No,110872,7.4,8204,119076
EMP0758,HR,Senior,Male,Austin,Bachelor,12,3,No,109867,0.8,878,110745
EMP0759,Finance,Mid,Male,Seattle,PhD,9,4,No,112845,23.8,26857,139702
EMP0760,Operations,Lead,Male,Austin,Bachelor,13,4,Yes,127480,12.5,15935,143415
EMP0761,Finance,Mid,Male,Remote,Bachelor,5,3,Yes,77687,12.6,9788,87475
EMP0762,Sales,Lead,Female,New York,Bachelor,7,5,No,155849,23.1,36001,191850
EMP0763,HR,Mid,Female,New York,High School,18,4,Yes,102393,7.2,7372,109765
EMP0764,Sales,Lead,Male,San Francisco,Bachelor,9,3,Yes,173173,8.3,14373,187546
EMP0765,HR,Mid,Female,Seattle,Bachelor,21,3,No,111119,16.4,18223,129342
EMP0766,Sales,Mid,Female,Remote,Bachelor,4,3,Yes,81266,19.6,15928,97194
EMP0767,HR,Senior,Non-binary,Remote,Master,4,4,Yes,89824,17.5,15719,105543
EMP0768,Engineering,Junior,Non-binary,Remote,Bachelor,4,4,Yes,72074,19.7,14198,86272
EMP0769,Design,Manager,Male,Chicago,Master,8,4,Yes,152254,14.4,21924,174178
EMP0770,Sales,Senior,Male,Austin,PhD,22,4,Yes,139582,21.6,30149,169731
EMP0771,Sales,Senior,Female,New York,High School,8,3,No,134535,13.8,18565,153100
EMP0772,Design,Lead,Non-binary,Austin,Master,14,4,Yes,144031,5.7,8209,152240
EMP0773,HR,Manager,Non-binary,Austin,Bachelor,8,5,No,133053,13.5,17962,151015
EMP0774,Marketing,Senior,Female,Chicago,Bachelor,13,5,Yes,127528,17.8,22699,150227
EMP0775,Marketing,Manager,Male,New York,Bachelor,5,3,No,150185,16.3,24480,174665
EMP0776,Engineering,Junior,Male,San Francisco,Bachelor,21,4,No,120810,6.1,7369,128179
EMP0777,Finance,Junior,Female,Remote,PhD,19,3,Yes,80460,1.0,804,81264
EMP0778,Finance,Senior,Female,Seattle,Bachelor,7,3,Yes,136255,6.3,8584,144839
EMP0779,Engineering,Mid,Female,Austin,Bachelor,1,4,Yes,92504,24.6,22755,115259
EMP0780,Finance,Senior,Male,Chicago,Bachelor,4,3,No,118887,4.6,5468,124355
EMP0781,Design,Mid,Female,Chicago,Bachelor,16,3,Yes,101213,11.6,11740,112953
EMP0782,Operations,Mid,Female,Seattle,PhD,9,4,No,93867,16.0,15018,108885
EMP0783,Design,Lead,Male,Seattle,Bachelor,13,5,No,163241,22.0,35913,199154
EMP0784,Operations,Senior,Male,New York,Bachelor,17,5,No,133891,19.0,25439,159330
EMP0785,Operations,Director,Female,Austin,Bachelor,0,4,No,153174,22.7,34770,187944
EMP0786,Legal,Lead,Female,Austin,Bachelor,21,3,Yes,171560,15.1,25905,197465
EMP0787,Legal,Mid,Male,Seattle,High School,1,2,No,98887,21.6,21359,120246
EMP0788,Operations,Mid,Male,Remote,Bachelor,3,4,No,73408,6.6,4844,78252
EMP0789,HR,Mid,Male,San Francisco,Bachelor,12,5,No,107159,10.8,11573,118732
EMP0790,Marketing,Lead,Male,Austin,Master,15,5,Yes,135674,21.1,28627,164301
EMP0791,Engineering,Junior,Male,Chicago,Bachelor,4,4,No,76626,8.1,6206,82832
EMP0792,Design,Mid,Female,Remote,Master,22,1,No,96772,21.8,21096,117868
EMP0793,HR,Manager,Male,Seattle,PhD,9,3,No,156705,9.1,14260,170965
EMP0794,Operations,Senior,Female,Austin,PhD,16,3,No,113581,9.1,10335,123916
EMP0795,Engineering,Mid,Male,New York,Bachelor,10,5,No,125684,7.7,9677,135361
EMP0796,Marketing,Mid,Male,Seattle,PhD,4,2,No,87988,13.7,12054,100042
EMP0797,Finance,Manager,Female,Chicago,Master,14,4,No,174606,3.2,5587,180193
EMP0798,HR,Manager,Female,New York,Master,3,2,Yes,140915,0.9,1268,142183
EMP0799,Marketing,Mid,Male,Seattle,High School,6,4,No,97666,22.4,21877,119543
EMP0800,Engineering,Mid,Female,Seattle,Bachelor,9,4,Yes,126248,23.2,29289,155537
EMP0801,Sales,Lead,Male,Austin,PhD,22,4,Yes,155238,1.9,2949,158187
EMP0802,HR,Lead,Male,New York,Bachelor,23,4,No,157032,13.7,21513,178545
EMP0803,Design,Lead,Female,Seattle,Bachelor,3,4,No,148680,13.5,20071,168751
EMP0804,Legal,Senior,Female,Remote,Bachelor,19,3,No,129258,9.3,12020,141278
EMP0805,Engineering,Manager,Male,Chicago,PhD,4,3,No,174914,14.2,24837,199751
EMP0806,Design,Mid,Male,New York,Bachelor,4,5,No,93846,11.5,10792,104638
EMP0807,Engineering,Junior,Female,Remote,PhD,10,3,No,73027,12.2,8909,81936
EMP0808,Legal,Lead,Male,Austin,Bachelor,18,2,Yes,163752,18.9,30949,194701
EMP0809,Marketing,Senior,Female,San Francisco,Bachelor,4,3,No,131504,13.1,17227,148731
EMP0810,Design,Manager,Male,Seattle,Bachelor,20,3,No,191342,8.1,15498,206840
EMP0811,Design,Junior,Female,San Francisco,Master,7,3,Yes,78369,14.5,11363,89732
EMP0812,Engineering,Lead,Male,Seattle,Bachelor,6,4,Yes,192880,16.0,30860,223740
EMP0813,HR,Mid,Non-binary,Remote,Bachelor,7,5,Yes,74878,16.6,12429,87307
EMP0814,Operations,Senior,Male,Austin,Bachelor,12,4,No,111065,15.5,17215,128280
EMP0815,Legal,Junior,Female,Austin,Bachelor,4,1,Yes,62112,16.6,10310,72422
EMP0816,HR,Senior,Male,Austin,Master,17,4,No,117612,7.8,9173,126785
EMP0817,Legal,Lead,Male,Austin,Bachelor,23,4,No,177351,11.2,19863,197214
EMP0818,Engineering,Mid,Male,New York,High School,8,5,No,119543,16.7,19963,139506
EMP0819,Marketing,Mid,Female,New York,Bachelor,1,3,Yes,86127,18.9,16278,102405
EMP0820,HR,Senior,Male,Seattle,Bachelor,15,3,No,130108,10.9,14181,144289
EMP0821,Sales,Lead,Male,New York,PhD,13,4,Yes,163978,9.1,14921,178899
EMP0822,Operations,Mid,Male,Seattle,Bachelor,16,4,Yes,105331,17.9,18854,124185
EMP0823,Legal,Mid,Non-binary,New York,High School,5,4,Yes,103417,5.6,5791,109208
EMP0824,Finance,Mid,Male,New York,Bachelor,2,2,No,94993,0.2,189,95182
EMP0825,Marketing,Manager,Male,New York,Master,16,4,Yes,168484,11.8,19881,188365
EMP0826,Marketing,Mid,Female,Chicago,Bachelor,12,2,Yes,90279,4.3,3881,94160
EMP0827,Finance,Junior,Female,Austin,Bachelor,5,2,Yes,64730,9.5,6149,70879
EMP0828,Finance,Lead,Male,Chicago,Master,7,3,No,151217,7.3,11038,162255
EMP0829,HR,Senior,Female,New York,Master,24,3,No,142373,19.4,27620,169993
EMP0830,Engineering,Junior,Male,New York,Bachelor,5,3,Yes,82007,8.3,6806,88813
EMP0831,Engineering,Director,Male,Chicago,Bachelor,15,3,Yes,231871,16.0,37099,268970
EMP0832,Sales,Senior,Female,Remote,Bachelor,5,1,No,97816,16.8,16433,114249
EMP0833,Operations,Senior,Female,Seattle,Master,16,3,Yes,132038,11.4,15052,147090
EMP0834,Legal,Mid,Male,Austin,PhD,20,2,Yes,110304,2.0,2206,112510
EMP0835,Engineering,Manager,Male,Seattle,Bachelor,2,3,Yes,199613,17.5,34932,234545
EMP0836,Design,Mid,Male,Remote,Master,22,3,No,100304,1.9,1905,102209
EMP0837,Sales,Mid,Female,Austin,Bachelor,11,3,No,94697,2.5,2367,97064
EMP0838,Sales,Junior,Non-binary,San Francisco,Master,24,3,Yes,106790,4.9,5232,112022
EMP0839,Marketing,Lead,Male,Austin,Master,5,3,Yes,123852,7.0,8669,132521
EMP0840,Marketing,Senior,Female,Seattle,Master,20,3,No,143804,21.2,30486,174290
EMP0841,Operations,Senior,Male,Austin,Bachelor,6,4,No,111163,16.9,18786,129949
EMP0842,HR,Mid,Female,San Francisco,High School,10,4,No,104004,9.7,10088,114092
EMP0843,Design,Senior,Male,San Francisco,Master,8,5,Yes,140738,24.5,34480,175218
EMP0844,Finance,Lead,Female,New York,Bachelor,15,4,No,176649,6.1,10775,187424
EMP0845,Finance,Mid,Male,San Francisco,Bachelor,4,5,Yes,112842,15.2,17151,129993
EMP0846,Operations,Lead,Female,Chicago,Bachelor,14,3,No,134153,21.2,28440,162593
EMP0847,Sales,Mid,Male,Seattle,High School,20,4,Yes,116160,20.1,23348,139508
EMP0848,Operations,Lead,Male,Chicago,Master,3,4,Yes,124245,2.3,2857,127102
EMP0849,Finance,Junior,Female,Remote,Bachelor,4,5,No,62184,17.4,10820,73004
EMP0850,Sales,Senior,Male,Chicago,Bachelor,6,3,No,115503,6.4,7392,122895
EMP0851,Finance,Director,Male,Seattle,Bachelor,2,5,Yes,217627,8.9,19368,236995
EMP0852,HR,Director,Female,Remote,Master,3,4,Yes,139972,12.2,17076,157048
EMP0853,Marketing,Mid,Female,Chicago,PhD,24,4,No,110176,19.8,21814,131990
EMP0854,Marketing,Mid,Male,Chicago,Bachelor,14,5,No,99740,4.2,4189,103929
EMP0855,Sales,Junior,Male,Remote,Bachelor,1,5,No,56913,2.7,1536,58449
EMP0856,Operations,Manager,Male,Chicago,Bachelor,23,4,No,166336,3.8,6320,172656
EMP0857,Finance,Senior,Non-binary,San Francisco,Bachelor,24,3,Yes,179121,5.5,9851,188972
EMP0858,Engineering,Mid,Male,Seattle,Master,4,3,No,115495,1.5,1732,117227
EMP0859,HR,Junior,Male,Seattle,Bachelor,6,3,Yes,63579,23.2,14750,78329
EMP0860,Finance,Manager,Female,Seattle,Bachelor,21,2,No,201005,8.0,16080,217085
EMP0861,Legal,Senior,Male,Chicago,Bachelor,16,2,No,137034,4.4,6029,143063
EMP0862,Engineering,Mid,Male,San Francisco,PhD,7,4,No,126762,15.9,20155,146917
EMP0863,HR,Mid,Female,Seattle,Master,8,4,Yes,85504,19.7,16844,102348
EMP0864,HR,Mid,Male,Austin,Master,9,1,Yes,75867,18.8,14262,90129
EMP0865,Marketing,Senior,Female,Seattle,Bachelor,10,4,No,128268,18.0,23088,151356
EMP0866,Sales,Manager,Female,New York,Bachelor,0,3,Yes,159273,1.3,2070,161343
EMP0867,Finance,Manager,Male,Austin,Master,14,5,No,166698,19.6,32672,199370
EMP0868,HR,Senior,Male,Seattle,Bachelor,7,2,No,116262,12.5,14532,130794
EMP0869,Finance,Lead,Female,Chicago,Master,18,4,Yes,166964,16.2,27048,194012
EMP0870,HR,Mid,Female,Seattle,Bachelor,11,5,Yes,98349,23.9,23505,121854
EMP0871,Operations,Mid,Male,San Francisco,Bachelor,5,3,No,91923,20.3,18660,110583
EMP0872,Design,Director,Male,San Francisco,Bachelor,9,4,Yes,224900,20.6,46329,271229
EMP0873,Marketing,Mid,Female,Seattle,Master,23,5,No,121204,4.5,5454,126658
EMP0874,Sales,Mid,Male,Chicago,High School,4,3,No,84202,11.9,10020,94222
EMP0875,Engineering,Director,Female,Chicago,Master,23,5,Yes,250000,23.7,59250,309250
EMP0876,Engineering,Junior,Non-binary,Chicago,Master,6,4,No,79794,14.6,11649,91443
EMP0877,Operations,Lead,Male,Seattle,PhD,6,2,No,144083,2.6,3746,147829
EMP0878,Legal,Manager,Female,Seattle,Bachelor,22,3,No,209756,18.3,38385,248141
EMP0879,Marketing,Senior,Female,New York,Bachelor,24,4,No,145436,1.1,1599,147035
EMP0880,HR,Junior,Male,San Francisco,PhD,21,5,No,92301,18.6,17167,109468
EMP0881,Marketing,Mid,Female,Austin,Bachelor,21,3,Yes,100994,22.0,22218,123212
EMP0882,Sales,Junior,Female,Austin,Bachelor,8,4,Yes,66431,10.6,7041,73472
EMP0883,Design,Mid,Male,San Francisco,Bachelor,14,3,Yes,118062,10.3,12160,130222
EMP0884,Engineering,Lead,Male,Remote,High School,5,4,No,147667,7.6,11222,158889
EMP0885,Finance,Mid,Female,New York,Bachelor,15,4,Yes,113069,21.9,24762,137831
EMP0886,Engineering,Mid,Female,San Francisco,Master,6,4,No,123756,13.7,16954,140710
EMP0887,Legal,Senior,Non-binary,New York,Master,14,4,Yes,151543,14.5,21973,173516
EMP0888,Legal,Senior,Female,Remote,High School,22,5,No,145219,16.5,23961,169180
EMP0889,Legal,Manager,Male,New York,Master,1,3,No,171269,7.5,12845,184114
EMP0890,Legal,Mid,Female,Chicago,Bachelor,7,4,No,100199,10.8,10821,111020
EMP0891,Sales,Lead,Male,San Francisco,Bachelor,11,3,No,183024,18.5,33859,216883
EMP0892,HR,Senior,Male,Austin,PhD,10,4,No,109296,24.6,26886,136182
EMP0893,Marketing,Mid,Male,Seattle,Bachelor,5,4,Yes,88343,0.9,795,89138
EMP0894,Engineering,Mid,Female,Remote,Master,19,3,No,106194,1.1,1168,107362
EMP0895,Legal,Mid,Male,Remote,Bachelor,12,4,No,97294,10.7,10410,107704
EMP0896,Engineering,Senior,Male,Seattle,Master,22,4,No,188528,16.5,31107,219635
EMP0897,Legal,Mid,Male,San Francisco,Bachelor,15,5,No,137479,9.7,13335,150814
EMP0898,Finance,Manager,Male,Seattle,Bachelor,7,2,Yes,180630,25.0,45157,225787
EMP0899,Marketing,Senior,Female,New York,Bachelor,16,2,No,132955,4.9,6514,139469
EMP0900,Finance,Manager,Non-binary,Seattle,Bachelor,12,4,Yes,193581,0.2,387,193968
EMP0901,Finance,Junior,Female,New York,Bachelor,3,4,No,66993,4.8,3215,70208
